医疗机构名称,本地机构编码,医保区划,机构类别,医院等级,联系地址
北京市海淀区八里庄街道亮甲店社区卫生服务站,08162133,海淀区,社区卫生站,无等级,北京市海淀区阜外亮甲店1号恩济西园10号楼一层31-34跨
北京市海淀区八里庄社区卫生服务中心（北京市海淀区八里庄医院）,08110028,海淀区,对外综合,无等级,北京市海淀区五福玲珑居公共建筑B
北京市海淀区北安河社区卫生服务中心（北京市海淀区北安河卫生院）,08120009,海淀区,对外综合,一级甲等,北京市海淀区北安河路8号、北京市海淀区苏家坨镇七王坟路9号
北京市海淀区北太平庄街道有色金属研究总院社区卫生服务站,08141010,海淀区,社区卫生站,无等级,北京市海淀区新街口外大街3号
北京市海淀区北太平庄社区卫生服务中心（北京市海淀区北太平庄医院）,08110018,海淀区,对外综合,无等级,北京市海淀区文慧园6号楼
北京市海淀区北下关街道钢研社区卫生服务站,08131006,海淀区,社区卫生站,无等级,北京市海淀区高粱桥斜街13号院内二层小楼
北京市海淀区北下关街道中国铁道科学研究院社区卫生服务站,08131013,海淀区,社区卫生站,无等级,北京市海淀区西直门外大柳树路2号
北京市海淀区北下关社区卫生服务中心(北京市海淀区北下关医院),08110029,海淀区,对外综合,无等级,北京市海淀区北下关财院东侧路
北京市海淀区东升镇社区卫生服务中心（北京市海淀区东升卫生院）,08120001,海淀区,对外综合,无等级,北京市海淀区东升镇潘庄村西路
北京市海淀区甘家口街道阜南社区卫生服务站,08162028,海淀区,社区卫生站,无等级,北京市海淀区阜成路南8楼
北京市海淀区甘家口街道航天工业社区卫生服务站,08131011,海淀区,社区卫生站,无等级,北京市海淀区阜成路8号
北京市海淀区甘家口街道合建楼社区卫生服务站,08162035,海淀区,社区卫生站,无等级,北京市海淀区车公庄西路45号院
北京市海淀区甘家口街道花园村社区卫生服务站,08162010,海淀区,社区卫生站,无等级,北京市海淀区甘家口街道花园村甲10号
北京市海淀区甘家口街道进口社区卫生服务站,08162042,海淀区,社区卫生站,无等级,北京市海淀区三里河路—5号
北京市海淀区甘家口街道潘庄社区卫生服务站,08162182,海淀区,社区卫生站,无等级,北京市海淀区潘庄1号院附属服务楼一层
北京市海淀区甘家口街道水科院北院社区卫生服务站,08162152,海淀区,社区卫生站,无等级,北京市海淀区车公庄西路20号
北京市海淀区甘家口街道外文社区卫生服务站,08162039,海淀区,社区卫生站,无等级,北京市海淀区北京外文印刷厂宿舍
北京市海淀区甘家口街道西钓社区卫生服务站,08162114,海淀区,社区卫生站,无等级,北京市海淀区西钓嘉园3号楼2层
北京市海淀区甘家口社区卫生服务中心（北京市海淀区甘家口医院）,08110026,海淀区,对外综合,无等级,北京市海淀区增光路甲57号
北京市海淀区海淀镇社区卫生服务中心(北京市海淀区海淀卫生院),08120005,海淀区,对外综合,无等级,北京市海淀区西苑操场108号
北京市海淀区和熹会老年公寓医务室,08100142,海淀区,对内,无等级,北京市海淀区冷泉林语山庄二区15号楼配楼
北京市海淀区花园路街道1201社区卫生服务站,08162083,海淀区,社区卫生站,无等级,北京市海淀区花园路5号院11号楼南侧
北京市海淀区花园路街道北科欣兴社区卫生服务站,08162011,海淀区,社区卫生站,无等级,北京市海淀区花园路街道花园路3号院2号楼北侧平房
北京市海淀区花园路街道金尚嘉园社区卫生服务站,08162153,海淀区,社区卫生站,无等级,北京市海淀区花园路甲2号3号楼7-101
北京市海淀区花园路街道塔院社区卫生服务站,08162048,海淀区,社区卫生站,无等级,北京市海淀区塔院小区朗秋园3楼1门103号
北京市海淀区花园路社区卫生服务中心,08110102,海淀区,对外综合,无等级,北京市海淀区马甸月季园甲3号
北京市海淀区蓟门里社区卫生服务中心（北京市海淀区蓟门里医院）,08110031,海淀区,对外综合,无等级,北京市海淀区蓟门里小区、北京市海淀区蓟门里小区锅炉房
北京市海淀区马连洼街道竹园社区卫生服务站,08162186,海淀区,社区卫生站,无等级,北京市海淀区东北旺镇马连洼竹园小区综合楼112号
北京市海淀区聂各庄卫生院,08120006,海淀区,对外综合,一级甲等,北京市海淀区聂各庄路26号，北京市海淀区苏家坨镇梁家园村村委会
北京市海淀区青龙桥街道中共中央党校社区卫生服务站,08162209,海淀区,社区卫生站,无等级,北京市海淀区大有北里143楼
北京市海淀区清河街道清毛社区卫生服务站,08111022,海淀区,社区卫生站,无等级,北京市海淀区朱房路16号院2号楼、北京市海淀区清河嘉园西区7号楼底商
北京市海淀区清河街道怡美社区卫生服务站,08162064,海淀区,社区卫生站,无等级,北京市海淀区安宁庄西三条9-13号
北京市海淀区清河街道朱房社区卫生服务站,08162073,海淀区,社区卫生站,无等级,北京市海淀区清河朱房村北
北京市海淀区清河社区卫生服务中心(北京市海淀区清河医院),08110027,海淀区,对外综合,无等级,北京市海淀区清河安宁庄东路19号
北京市海淀区上地街道东馨园社区卫生服务站,08162127,海淀区,社区卫生站,无等级,北京市海淀区东北旺东馨小区
北京市海淀区上地街道上地社区卫生服务站,08162001,海淀区,社区卫生站,无等级,北京市海淀区上地南路6号院1楼
北京市海淀区上地街道紫成嘉园社区卫生服务站,08162188,海淀区,社区卫生站,无等级,北京市海淀区上地街道紫成嘉园14号楼一单元102室
北京市海淀区上地社区卫生服务中心,08110199,海淀区,对外综合,无等级,北京市海淀区上地西路52号
北京市海淀区时雨园社区卫生服务站,08162162,海淀区,社区卫生站,无等级,北京市海淀区蓝靛厂时雨园甲1号甲1-2、甲1-3
北京市海淀区曙光街道农林科学院社区卫生服务站,08162135,海淀区,社区卫生站,无等级,北京市海淀区西郊板井
北京市海淀区双榆树社区卫生服务中心(北京市海淀区中医医院),08151003,海淀区,对外综合,无等级,北京市海淀区双榆树西里12号
北京市海淀区四季青镇西郊机场社区卫生服务站（北京市海淀区闵航军休社区卫生服务站）,08162187,海淀区,社区卫生站,无等级,北京市海淀区闵航路空字第1120A
北京市海淀区苏家坨镇车耳营社区卫生服务站,08162108,海淀区,社区卫生站,无等级,北京市海淀区苏家坨镇车耳营村
北京市海淀区苏家坨镇同泽园社区卫生服务站,08162166,海淀区,社区卫生站,无等级,北京市海淀区苏家坨镇同泽园西里10号楼1层09号
北京市海淀区田村街道建西苑社区卫生服务站,08162106,海淀区,社区卫生站,无等级,北京市海淀区田村街道八角东路12号锅炉房东侧
北京市海淀区田村街道西木社区卫生服务站,08162100,海淀区,社区卫生站,无等级,北京市海淀区西四环北路137号院甲3号
北京市海淀区田村街道橡胶院社区卫生服务站,08162070,海淀区,社区卫生站,无等级,北京市海淀区阜石路甲19号院内工会礼堂一层
北京市海淀区田村街道玉海园社区卫生服务站,08162024,海淀区,社区卫生站,无等级,北京市海淀区玉海园二里9号商用楼二层
北京市海淀区田村路街道瑞和园社区卫生服务站,08162167,海淀区,社区卫生站,无等级,北京市海淀区田村山南路金隅瑞和园小区15#配套公建一层
北京市海淀区田村路社区卫生服务中心,08110111,海淀区,对外综合,无等级,北京市海淀区田村北路海澜中苑2号公建楼
北京市海淀区万寿路甲15号院社区卫生服务站,08162129,海淀区,社区卫生站,无等级,北京市海淀区万寿路甲15号院西区
北京市海淀区万寿路街道翠微西里社区卫生服务站,08162082,海淀区,社区卫生站,无等级,北京市海淀区万寿路翠微西里小区
北京市海淀区万寿路街道沙窝社区卫生服务站,08162003,海淀区,社区卫生站,无等级,北京市海淀区西翠路今日家园5号楼地下一层B02、B03
北京市海淀区万寿路街道铁路宿舍社区卫生服务站,08162088,海淀区,社区卫生站,无等级,北京市海淀区万寿路1号院
北京市海淀区万寿路街道万寿园社区卫生服务站,08162069,海淀区,社区卫生站,无等级,北京市海淀区万寿路西街甲11号院5号楼
北京市海淀区万寿路街道紫金长安社区卫生服务站,08162170,海淀区,社区卫生站,无等级,北京市海淀区西翠路17号院紫金长安家园17号楼1单元102号
北京市海淀区温泉镇航材院社区卫生服务中心（航空总医院航材院门诊部）,08111026,海淀区,对外综合,无等级,北京市海淀区温泉镇环山村
北京市海淀区西北旺镇大牛坊社区卫生服务站,08162196,海淀区,社区卫生站,无等级,北京市海淀区大牛坊回迁房A03地块二期2号楼B段一层中
北京市海淀区西北旺镇亮甲店村社区卫生服务站,08162198,海淀区,社区卫生站,无等级,北京市海淀区西北旺镇亮甲店村小区8号（平房）
北京市海淀区西北旺镇六里屯社区卫生服务站,08162184,海淀区,社区卫生站,无等级,北京市海淀区六里屯回迁房四区底商
北京市海淀区西北旺镇唐家岭社区卫生服务站,08162197,海淀区,社区卫生站,无等级,北京市海淀区西北旺镇唐家岭新城公建配套楼一层
北京市海淀区西北旺镇西山林语社区卫生服务站,08162172,海淀区,社区卫生站,无等级,北京市海淀区西北旺镇冷泉村冷泉住宅区西峰霞谷B区03-34号楼
北京市海淀区西北旺镇友谊嘉园社区卫生服务站,08162183,海淀区,社区卫生站,无等级,北京市海淀区友谊嘉园中里2-S1公建房一层南
北京市海淀区西三旗街道建材城东里社区卫生服务站,08162123,海淀区,社区卫生站,无等级,北京市海淀区西三旗街道建材城东二里15号楼底商
北京市海淀区西三旗街道军械修理厂社区卫生服务站,08162202,海淀区,社区卫生站,无等级,北京市海淀区西三旗建材城西路85号院22号楼
北京市海淀区西三旗街道建材城西里社区卫生服务站,08162136,海淀区,社区卫生站,无等级,北京市海淀区西三旗东建材城西路12号
北京市海淀区西三旗街道龙岗社区卫生服务站,08162071,海淀区,社区卫生站,无等级,北京市海淀区西三旗街道龙岗路3号
北京市海淀区西三旗街道新材社区卫生服务站（北京新材医院）,08111024,海淀区,社区卫生站,一级甲等,北京市海淀区德外西三旗东建材城西路39号
北京市海淀区西三旗社区卫生服务中心,08110101,海淀区,对外综合,无等级,北京市海淀区宝盛里32号楼
北京市海淀区香山街道香山社区卫生服务站,08162053,海淀区,社区卫生站,无等级,北京市海淀区香山北辛村25号
